video,Fragment,Left Ear,Left Elbow,Left Eye,Left Foot,Left Hand,Left Hip,Left Knee,Left Shoulder,Neck,Nose,Right Ear,Right Elbow,Right Eye,Right Foot,Right Hand,Right Hip,Right Knee,Right Shoulder,video,Forward_leaning,speed (km/h)
6,1,8.347227349120507,4.9238323345122605,7.393608239334385,3.7662186679046927,7.39393444386963,5.9837254917373,4.441711052567672,3.260784173908103,3.411855559795185,6.743512808790547,6.236634393570899,5.263403468076651,6.553566620082026,6.259778207467703,10.905271327176164,6.31951244996,6.431966627917498,3.7254042375198355,"(6, 1)",71.45170174248689,20.31626746657756
6,2,6.419813800663066,6.214228303060051,6.746360318794521,4.803360761448802,8.37480424709346,6.084089277920515,6.692658135255551,3.9269091926651907,4.592805710428383,6.774389148026839,8.326752368515306,5.527953662386869,8.016870607331255,5.304933270602359,7.3709162378031365,6.299452662104607,6.259510568919156,4.525103114844663,"(6, 2)",72.03330765698634,19.810983748298074
6,3,5.341705983215896,5.019335032164432,7.080408484136528,4.71648104441286,9.634814556509046,5.022086889078063,5.228358104507443,4.315405930470528,4.366123853599113,6.3213572917136265,6.7698438077168435,5.184905921481845,6.976767718411915,7.160712937172669,10.885294065977495,5.245924264966871,6.000034432134255,4.4947952284634,"(6, 3)",73.71693608263219,19.961549810274743
7,0,6.648958448396533,6.847823117527046,7.601734080397084,9.335504529181954,9.362481114202941,6.171561886944356,7.409602836565069,6.162935826359263,6.34639561736304,8.239363827386128,10.110351036363458,8.739572001780125,7.398724320588445,10.382279702138073,9.645071426140927,6.50896558477293,7.0333601035829565,6.5852836966932315,"(7, 0)",69.81277451096283,19.018694511562686
7,1,7.297422513417017,5.568112094022937,7.305119037866565,9.117536154000717,7.6619312749738775,4.86519253213712,6.795785038964114,5.491997270918588,5.856427332649733,7.242390397404359,6.477382718667864,6.645007112894665,5.258329474245979,8.592514476703343,9.757700484910538,5.521281667166171,6.928589243881952,6.023317407150332,"(7, 1)",75.532494130863,19.53324281478022
7,2,4.376523443546567,5.159243472112966,4.518373118040414,7.791916107265513,8.932003913578603,5.526075672236005,7.064695287449408,4.49282537476177,4.489359436829438,4.519758426305549,4.679412810713806,5.92576831082778,5.17249667554399,9.090534060763819,8.146300798104242,5.9925362541845315,7.1229338137575295,4.972329970269098,"(7, 2)",73.92242057113627,18.173646073789875
7,3,7.1419457633976045,6.881383120942973,8.233555565089874,8.469509963660473,7.023595874417944,5.9508459744358895,7.518846428068342,5.482467715114081,5.720751211644752,8.392520057419635,8.315169227220904,8.247850930713788,6.943352157998408,9.043975165791174,10.755590727123773,6.2712476892988125,7.323480670695407,5.778792638221937,"(7, 3)",71.66025207030789,16.76484900636564
8,0,5.03592900528691,6.218079210312343,4.932020739427824,9.208808055850003,9.070238546978642,6.103901973235847,7.999277454034297,3.810420957701358,3.8719924955945033,5.418641599640406,6.351503819030341,6.84968217714365,4.551071104122678,10.62638681365991,8.372738437395398,5.899126766087749,8.419286756041052,4.909593776702976,"(8, 0)",78.68935876916049,21.722901015163366
8,1,4.335493597573299,6.362832867304935,5.984569690236958,8.61975513563641,7.776577083874494,5.757963023581211,7.346707409493174,5.216725348814996,5.797931317422688,5.340586115231592,5.544029751876516,7.514480485619106,6.509053326551314,8.371194874884937,9.462266916774164,6.055769594575992,7.342480702432258,5.964230816309911,"(8, 1)",77.4134342481776,19.88777679683878
8,2,6.8273100360431656,5.977346572675594,7.272897749987312,7.559760820720579,8.623660608256687,7.328287721586185,7.268596450273007,5.35861257111769,5.3425788515757775,7.571693935065156,8.288881711860007,7.184605209615639,8.697129165690288,8.617898596966485,8.91175846559415,7.413782304905455,7.193978983305767,5.966848121771764,"(8, 2)",76.91124945129609,19.426125034042858
8,3,4.94224376928177,5.383409027877348,5.172159460565335,7.152568027625103,8.019743869850334,5.386721925355353,6.8661464875821085,4.9714530751551385,5.158348524628753,5.091658792141759,5.925259599237499,5.532619145159763,5.9457041992471815,7.329622164616323,9.366464370407543,5.5598336149144245,6.604505277432011,5.781616403716004,"(8, 3)",80.91615723769357,19.0090813698745
9,0,5.916710296058342,5.989935324445551,6.542235733895106,8.978391526790753,10.382052429098898,5.730767313764907,8.217741315378808,5.823050955655884,6.028712090201594,5.517625127293605,6.96732630475854,6.873276414562051,6.21501011750288,9.192615021099314,8.175077181179164,6.125568054445377,6.812899220914488,6.257451420093677,"(9, 0)",68.40953718923856,20.441183541129835
9,1,5.416314863621294,5.858650960677948,6.935777575096311,9.400064544602932,13.419150370864509,4.798727126348569,8.082954161716213,7.015261717539952,6.766147277832196,4.204564943391591,5.468359916500516,5.840166317420885,4.921714548755427,11.860164049017724,10.264939407079513,4.563285821581902,7.778961996400244,6.519925606863902,"(9, 1)",66.21280661924166,21.859062300008926
9,2,6.303803466409569,6.3289941306251665,6.235429846831933,8.391166271137863,8.688802820721218,5.318491461254588,7.0082690328663455,5.146221152573911,4.860542213326394,6.779057442593282,6.83037341250174,6.044623498628712,5.697748790553942,9.050678337150039,6.320066833406792,5.875220822152107,7.133786159470546,4.633652262602377,"(9, 2)",63.36176087821947,18.442348463829116
9,3,5.681341341118255,5.189106833743632,7.166452863360381,9.053377783956433,9.099003802679878,4.610593918051872,8.183299336342701,5.028022253606949,5.260563077196493,6.00472978688263,7.058606078046166,5.424031558890761,7.055974717722326,11.667390259391478,9.437428282490085,4.89477945788314,7.530747571625981,5.88953446054829,"(9, 3)",70.83276588567864,20.096319151283453
9,4,,,,,,,,,,,,,,,,,,,"(9, 4)",76.0232517450787,17.328230316491872
10,0,7.1217446703426575,8.127973201600195,8.025288650013897,12.921072002298308,12.61293476563823,4.571966468208809,9.23156101846483,6.9838058898814825,7.1496228383738165,8.2794369712183,7.439124550046008,8.385944246097878,7.957786034685567,6.788435087119031,10.522583123313858,5.672331295912801,7.680032867062006,7.279478645281219,"(10, 0)",70.06529939857192,24.02856359618118
10,1,6.9627607313106,5.512435678976482,8.902752108446187,8.106407126779636,13.229201707777102,3.232116235163697,7.547880772726868,4.005219663118702,3.4690765428713495,6.507197158386388,6.852286741457006,6.2524483321497755,7.840530366583252,10.722567171022078,11.003375096361594,3.8680392692231926,7.528098052561525,4.054702248201086,"(10, 1)",68.89117472644949,22.087896816942315
10,2,7.01764694020684,8.990559716658355,7.170165895329406,11.590724657015315,15.854406203923435,5.097589944791683,9.245215183573588,7.4261219348631995,7.60720415878427,8.240637054871515,8.740532266853052,8.65954982173276,7.245132235184585,7.936268733943553,10.635820619169095,5.370962993237376,7.545587488524236,8.053614683672569,"(10, 2)",66.20573989038435,21.2112232131363
10,3,7.508324703258277,7.097664358330384,9.33191943297333,8.755776050112672,13.381893415442725,4.175672263845482,7.024405903654892,5.9875338385155015,5.723395958697558,7.666219549166085,8.328384184048492,5.420053522000066,9.533752210083875,10.738248175232027,12.23550108875843,3.9185874942192607,6.869456983808356,6.041094565342183,"(10, 3)",72.71307017423392,21.806961596276516
11,0,5.409419785065698,3.318938523527627,5.410115839940508,8.089129954846406,6.976233744604889,6.23842514146929,7.672102911378447,2.2559806101615236,2.1261549465406553,5.952625322654893,5.8487458420073555,4.838208486960183,5.743012346543128,7.336345307298955,7.701916538795216,6.1042910024003385,6.625047794438624,2.081585791624779,"(11, 0)",80.40169735879999,20.498791670076628
11,1,6.768736788492124,4.394483784883571,5.850179765599809,8.719923217898526,8.040604898352004,5.64517192158811,6.926957168025427,3.1055174501147054,3.230149854401209,4.828274615375162,4.110588878196791,4.232471914484931,4.263867342938121,7.935811538785712,7.206284219435271,5.439598294548618,6.36678217441662,3.267692641481009,"(11, 1)",77.9152353390966,18.664292017786742
11,2,6.168783657159276,4.543567693483001,6.589159950517949,7.117772966034203,7.844523850776315,5.538903888365328,6.607534257743763,3.356502522564321,3.4876634798304695,6.667592464864459,5.868845681322731,4.648528348147191,6.861886636542659,8.034125175806938,7.615983808335665,5.504665225210834,5.870142519847233,3.683488686917848,"(11, 2)",77.33518302248646,18.5440614952904
11,3,6.44744635446161,4.773118340159314,6.998516024913975,9.31625750807183,8.176523540687253,4.678743397974607,5.72022670628432,4.148196604256658,4.145107706198996,5.408914257569619,5.363549476295947,4.503086799262918,4.9563025454879845,9.008757149279269,8.010774552411647,4.686941494211704,5.423774805406757,4.05810908447761,"(11, 3)",79.74787724536664,18.11550322937511
12,0,4.348665959305107,6.1131919521743505,4.784739096521019,9.213135800284993,9.254017667436605,6.51891833221734,8.886717259817601,5.085107350722607,5.2329720136016595,5.584796041933282,6.542414696434375,7.336739019945696,4.738112299557295,9.557497382811981,8.757761993791016,7.02350305275733,8.048231367907505,5.762087973757224,"(12, 0)",69.60505813598141,20.828496217737126
12,1,6.298146257901738,8.734316719624891,6.363562733624136,8.230768564217284,14.860962384473215,5.920164416660314,8.076773059884134,8.003597186154677,8.161632289842084,5.8217863735667015,6.652306896459959,7.657606646712605,6.393767781179257,12.8418927233975,11.047786723938355,5.850104291358918,8.864739978730992,8.116264938806646,"(12, 1)",62.16269390499344,20.75109529911731
12,2,4.36793120457508,6.970457934733491,7.2523519831441385,8.477547386584948,9.982353835504506,6.671344368364344,8.309437874705358,6.35109649032638,7.142000353495949,6.0753754841034535,9.228519928838997,8.241912015698922,6.4279043035284005,8.633978824775438,10.213611444230997,7.692790739863661,7.52868795773517,7.916851147140969,"(12, 2)",66.62103307636063,19.2213838889164
12,3,4.682312604702848,7.021572506441219,5.392846463381732,9.901239439888826,12.288328874661577,6.070010016710288,8.47620501685997,6.331495276603514,6.809534505227782,5.743015723306424,6.598604531466255,7.282695819933162,6.111070604629188,13.067630592286113,12.176238226209655,5.990068498051991,7.134527633578064,6.610648029501485,"(12, 3)",76.92281204524095,20.437268341709704
13,0,,3.007101690909352,,2.163838988783107,5.26449196250456,3.7483475809819806,1.0595784698238615,2.2839387402595155,1.7494909615674774,,1.9051933789199527,2.361967331955734,,2.394463980369823,,3.247357773195861,1.039089238887402,,"(13, 0)",99.18986036202459,27.049396216512548
13,1,3.1197784550234062,8.462614518787293,2.8599730718111025,14.716389272157915,16.95860263742459,5.736299838818849,9.292898693743224,5.9942394736422475,5.330328627556102,3.6705666253131994,3.8317516558464892,6.0160442696489955,3.262476178464882,9.150656844893613,8.982905034084576,5.358899917922455,6.431471406866927,3.899588538964854,"(13, 1)",51.34996871913194,26.230955146642305
14,0,5.092152626923473,3.597268958716829,4.48415605001888,8.210452282708948,7.780014926476564,5.197965006719844,7.136669562943549,2.6231793669197647,2.704741469626898,5.038407992815344,5.705105207218373,3.812844181449912,4.515699719304406,7.686455428270104,6.450859461808669,5.6079227083974725,6.5248324217324605,2.4656310875138203,"(14, 0)",80.26279290621173,20.666930263861843
14,1,6.7756870200183545,5.076638701919034,6.828865566790828,8.041226619182503,8.88242728750241,5.817385914557602,6.149537491058282,4.5992106356565605,4.7008060008765815,5.557741071037735,5.807043920070093,4.5150309197495035,5.2673721109645735,6.758522157376111,9.236775913731199,5.603083820825979,5.8790073413247494,4.876255277114663,"(14, 1)",80.25206079386932,18.29909189127001
14,2,4.5630270012526815,3.7531280375215084,5.005772740190263,7.6831288831186955,7.8692728622336094,5.151624469268571,6.2033275970253445,3.8444838431030877,4.08411870897172,5.056322567573956,4.568798963643742,4.321628968679779,5.217052980256432,8.711076376849896,7.93216785455249,5.157184524239014,6.386965110169863,4.166675524323993,"(14, 2)",75.58107056331264,18.545138988172873
14,3,6.382047284454567,4.315859665250054,5.42998048426394,6.408964177683433,8.7135386125068,4.584066014189726,4.716526045316409,4.258145141519268,4.431583178291695,5.274267506741593,5.001671186984954,3.99507331511267,5.316577946530087,6.024891158405998,8.165372728909514,4.535418493391519,4.8837237858783915,4.519362731348945,"(14, 3)",81.84142153865892,17.611388668346624
15,0,5.849327422322053,5.023522983646989,6.024538063160232,9.355675620514491,10.36473019805889,7.185326759821654,8.514279940402796,2.6195641899108706,2.869979067910034,6.167043260334358,6.275989915869034,5.74296855949597,5.850085172413138,9.038741536691717,10.556306888811251,7.195345276544184,6.922454654531552,3.2763950126193735,"(15, 0)",78.47027221538674,20.25183234695065
15,1,4.438704565764707,7.052587553237219,2.7626065841146255,6.239790444001344,12.151831045745908,6.209022019154401,8.072302246901186,4.207285395346987,4.38567456654823,3.5645283689318283,3.8190876497911646,6.84979057830172,3.1935221467059334,7.5887106319981275,10.246748538862905,6.698094320835628,6.96341267824942,4.037990464107961,"(15, 1)",79.55548380823227,20.31060676489391
15,2,5.671749296177863,5.09809621800066,5.230317079331147,8.249334244353113,9.684677024925271,6.457993132122493,7.448311515588283,3.4684743480210805,3.032033230349009,6.049404935158157,5.677483908117964,6.454294057582447,5.674487649946357,7.28299649786509,9.733358941649415,6.341699916534238,5.526531372793331,3.5069901207879584,"(15, 2)",77.96086543722798,19.20524960375824
15,3,5.684968171427226,6.238737191499579,4.3016870575127335,7.775520196151065,9.873862148840765,6.40667297974808,7.44239426594747,4.230768235394423,4.465513908671455,4.268460962289176,4.403779235985059,5.3576655520831995,4.533342964132642,9.890803522746097,9.572835686141971,6.172290259211727,6.851256943888487,4.47073571426093,"(15, 3)",78.203027393079,20.07164798023335
16,0,6.253714164122242,6.039252330055293,6.549278031717254,7.998972471522326,9.32634981950169,7.091637246153104,9.303548738490138,5.198912586037997,5.295346740599104,5.709672564869323,5.486314682369952,8.292381523134502,5.813343088076962,7.912660909235567,8.407218782421436,8.494218065008848,8.786269058421832,5.528954237484806,"(16, 0)",72.69870815983631,20.042935482339125
16,1,6.576540733205293,7.1340092039660625,6.0021496745585035,7.791397377212741,6.8694746981405785,6.87292726753249,7.332341491288202,5.877404615909025,5.709445768781466,7.072132774321061,7.109177860244128,6.2226650625866196,5.972151048662833,7.250315586265318,8.434610977856577,7.1842566767386025,6.783508062613126,5.828276142535534,"(16, 1)",81.35876074779527,19.67725529180679
16,2,4.909079931821699,5.547927743614524,4.5516894360453435,8.313422388838692,8.557020588368406,6.679614754216287,7.779352733180399,4.9866154423484055,4.915834461789366,4.555650745458881,5.605106490365327,5.788085821455792,4.9849999463727785,8.04893358258512,9.55676035581977,6.64331901101396,7.49295494494622,4.962216918394446,"(16, 2)",80.63286045502285,18.550837322316227
16,3,6.956703225687734,6.373734866054453,4.090839915808963,8.175322458383476,7.986856761868155,6.727971079404387,7.914790051719022,6.03856076622359,6.016226096933107,6.437293633810714,6.687085452134836,6.978458497012268,6.436319488309032,7.808488352014846,8.750365437794546,7.166335613064537,7.686884965458979,6.177330695704441,"(16, 3)",80.37868202170051,19.090346442641902
17,0,4.3005898517638865,3.3425198774589124,4.949937136704439,8.43227225858113,5.546580860463242,3.649397810755408,7.2338455771462815,4.8866631563193925,4.402936485348792,4.1534067493875275,2.1475916096770473,1.999659064740918,6.428134799508735,9.601901902627784,5.96583079020648,3.679456420625774,7.4061539705653185,4.223527193129219,"(17, 0)",83.13012730148535,22.264465994664167
17,1,4.587097151507313,4.931146244316206,4.999043111895846,5.432954698061882,7.3348970272570835,4.2230764397666425,5.740632231475828,4.988123216743753,4.746634372352357,5.314851966782816,4.9215436493333895,4.3088765032236855,5.492610240313079,6.113259465306609,7.092780218315202,4.70909965536936,6.5301738212020615,4.723598088357971,"(17, 1)",78.81871069476405,18.93655528870704
17,2,4.186317348668843,5.886363386469515,4.827073748845496,6.83818072086033,8.723587625775782,6.6540499799186215,7.745888768455498,4.887120569907339,4.986356235086246,5.019452057231368,3.8219732313708876,6.521390302527427,6.804291604862786,7.483411619873047,9.304895373281717,7.086333759005879,6.9116438222011185,5.40502751324264,"(17, 2)",79.63568751925737,18.259375228549732
17,3,3.114220481568633,4.8811726707559995,3.6775132703027515,5.871106785833485,8.39499227749472,4.083009744401043,7.035486315039736,5.877316804354645,5.377917913888833,3.1611661228814967,3.697214191671502,4.617795264006587,3.8685855001976694,5.864656842861341,8.72097789816403,4.345896944260412,6.938762428459207,5.000305051321971,"(17, 3)",72.98112434392728,17.614769904475473
18,0,5.361414314721589,5.043984557792594,5.437930214771962,9.88092670730723,9.500793354742212,6.469415143776313,9.308406908621482,4.249355439239963,4.44702513230935,5.2913208747252325,5.128133109460907,5.7254886221375685,5.277011978721436,8.475101887315283,9.364424499817634,6.888814741956371,7.981023512623865,5.270856383456373,"(18, 0)",72.01679492506052,20.582614137279986
18,1,4.6443949086793195,7.272721475916392,5.794875235321665,8.832770246155087,11.71837745343808,6.405142526277735,8.42148789036529,4.352154745327518,4.12790121112361,6.516339227527005,5.092674342154339,6.4842557113053,5.528317554772374,11.00871485365961,8.69011624487224,5.679284238090044,7.553186851212475,3.904278822899887,"(18, 1)",68.67067806496316,20.924810283047826
18,2,6.139112968553343,6.983863929226079,6.612429127372457,9.533433827653905,9.912033744996872,7.1912321691788685,8.407697993910489,5.159145151713113,5.734867837688938,6.784499372830812,6.578077225786314,7.1385046208935545,6.860676937764256,8.187350036054006,9.359537109559383,6.857897261923752,7.349054461495556,6.1698399255953635,"(18, 2)",77.49952673248869,18.971558066745224
18,3,5.695294115085131,7.686724683339905,4.823391190997767,8.60668200230753,9.766230509203963,6.811284895939399,8.081702433629905,5.14874231284074,4.970528966236729,5.502846342208455,5.662130544630519,6.8594205452990735,5.786386473699675,7.871837278381133,10.927649499508604,6.471955306406676,5.707172480732304,5.363269522156965,"(18, 3)",82.60204434794524,19.976830641906062
19,0,5.966972991780007,5.795177758208393,6.735197011391284,8.294553646342752,8.535124354286792,6.6913978059825086,8.326791863669468,4.5134344368200825,4.342755107333939,6.588297947427285,8.467680528438382,6.171768014596374,7.372815364768863,8.225765706792862,9.048099419528565,6.5608806280541225,8.035005391553375,4.690051416187056,"(19, 0)",82.15030199954377,21.649876867978897
19,1,7.161326305719688,6.990836186139041,9.478070825161359,7.781995193226042,13.025258108145884,6.968093165270739,7.043429486578511,5.1928562735728985,5.331679994780406,8.83117479120011,9.059911014826413,6.7287159567318335,9.763435257089922,8.230864287233448,11.859992344745256,6.528974536695987,7.105612480393156,5.076738646436123,"(19, 1)",83.82072532171647,19.305164431343584
19,2,7.094319073443531,8.434863086323306,7.752741133990536,6.8744402301227,11.97058036875439,8.016477435087332,8.2520378956918,7.516653405177504,7.865317791104685,9.42758336244604,11.031376120270519,8.61438981730121,9.207727678788185,8.299596180977666,9.75135508612041,8.322611662256525,8.301198669955452,7.735615905592798,"(19, 2)",82.11102142849147,18.977606931785385
19,3,8.344793305731416,6.192594057149294,9.321994005190943,7.4388592461312335,8.70406806732609,6.186518070385847,6.7363220954538505,5.364497439388045,5.6251130539690175,8.113620383437553,7.212841855466989,6.666895028976146,8.082936991068184,7.056650530191342,12.473630067943047,6.106354943793498,6.505611663740362,5.539478762719159,"(19, 3)",83.327819520909,19.231769649258734
20,0,5.2592790121266555,2.99549470687775,5.898721918940695,8.640853619565226,8.495759006783203,5.894191044648009,7.729619000343626,4.106396249933103,4.150832370452858,5.295967055935943,6.275622109504046,2.816139693644266,6.29088772068623,8.030696896029543,7.1677240141367,6.2761695148242165,6.8988005802004455,3.9209002266888686,"(20, 0)",78.87394450189588,19.82953225381781
20,1,4.871238074239325,4.250211145054655,6.5322138929944655,7.800335311241249,6.919156347618374,5.7815447051006705,6.505696706965139,3.751134000933786,3.6402351834906246,5.1336336367515,6.399255583762777,4.5166095671886834,5.887014230878257,7.47083653664694,7.925204674381125,5.394732390154266,6.346578368376665,3.993033561829468,"(20, 1)",78.51583207721579,18.36855324756103
20,2,4.848233268427109,4.002568241954133,5.193847208278269,6.434001398390139,7.868794389886714,4.828692455701787,6.810810034516674,4.6671056537778,4.920920087054345,4.740402432825811,5.912411411286807,4.211368141460993,5.625020275740533,7.703833401012957,6.856957746027676,5.110144458573928,5.957717151403252,5.403589756147896,"(20, 2)",75.38293337761313,17.851231216858604
20,3,5.590449439147375,4.8533224770042,6.464259601257353,7.454814433993933,7.322354180742315,4.936915748057252,6.452609595536687,4.702008924167054,4.6764592369054805,5.412647988772822,5.634870906149424,4.746445908824016,5.504687485313846,6.656942403763544,7.010585108484697,4.708712198950948,5.384234951202922,4.790421783921972,"(20, 3)",77.80547718267269,17.53017897983155
